% {"col_measures": ["predictive_accuracy", "runtime", "missclassification_rate", "predictive_accuracy_loss", "predictive_accuracy_loss_normalized"], "col_parameters": ["algorithm", "representation", "stopword_remover", "stemmer", "sparsity", "feature_selection"]}
@RELATION text_classification

@ATTRIBUTE algorithm {knn, ranger, JRip, svmLinear2, J48, nnet, lda, C5.0Tree}
@ATTRIBUTE representation {Td-idf, freq}
@ATTRIBUTE stopword_remover {none, default, smart}
@ATTRIBUTE stemmer {none, porter}
@ATTRIBUTE sparsity NUMERIC
@ATTRIBUTE feature_selection {none, '> 0'}
@ATTRIBUTE dataset {n1, n10, n11, n12, n13, n14, n15, n16, n17, n18, n19, n2, n20, n21, n22, n23, n3, n4, n5, n6, n7, n8, n9, o1, o10, o11, o12, o13, o14, o15, o16, o17, o18, o19, o2, o20, o21, o22, o3, o4, o5, o6, o7, o8, o9, r1, r2, r3, r4, r5}
@ATTRIBUTE predictive_accuracy NUMERIC
@ATTRIBUTE runtime NUMERIC
@ATTRIBUTE missclassification_rate NUMERIC
@ATTRIBUTE predictive_accuracy_loss NUMERIC
@ATTRIBUTE predictive_accuracy_loss_normalized NUMERIC

@DATA
nnet,freq,none,none,0.98,'> 0',o10,0.6150891070000001,23.38,0.3849108929999999,0.20109448499999993,inf
lda,freq,none,none,0.98,'> 0',o10,0.75823394,20.56,0.24176606,0.05794965200000002,inf
J48,freq,none,none,0.98,'> 0',o10,0.734444025,26.94,0.26555597500000006,0.08173956700000007,inf
svmLinear2,freq,none,porter,0.99,none,o10,0.6785263979999999,261.520000000001,0.3214736020000001,0.1376571940000001,inf
knn,freq,none,porter,0.99,none,o10,0.495935125,473.410000000001,0.5040648750000001,0.32024846700000004,inf
C5.0Tree,freq,none,porter,0.99,none,o10,0.7742963079999999,90.2500000000006,0.22570369200000007,0.04188728400000008,inf
JRip,freq,none,porter,0.99,none,o10,0.736878915,267.480000000001,0.263121085,0.07930467699999999,inf
ranger,freq,none,porter,0.99,none,o10,0.791784583,176.17000000000098,0.208215417,0.024399009000000027,inf
nnet,freq,none,porter,0.99,none,o10,0.521565388,149.36000000000098,0.47843461200000004,0.29461820400000005,inf
lda,freq,none,porter,0.99,none,o10,0.7134983159999999,74.5300000000006,0.2865016840000001,0.1026852760000001,inf
J48,freq,none,porter,0.99,none,o10,0.739320586,173.89000000000098,0.26067941400000005,0.07686300600000007,inf
svmLinear2,Td-idf,none,none,0.98,none,o10,0.653519121,458.33,0.346480879,0.16266447100000003,inf
knn,Td-idf,none,none,0.98,none,o10,0.528259309,248.82,0.47174069100000005,0.28792428300000006,inf
C5.0Tree,Td-idf,none,none,0.98,none,o10,0.737290215,91.5600000000001,0.262709785,0.07889337699999999,inf
JRip,Td-idf,none,none,0.98,none,o10,0.71349997,113.7,0.28650003,0.10268362200000003,inf
ranger,Td-idf,none,none,0.98,none,o10,0.75437149,124.89,0.24562850999999997,0.06181210199999998,inf
nnet,Td-idf,none,none,0.98,none,o10,0.616092302,58.7300000000001,0.383907698,0.20009129000000003,inf
lda,Td-idf,none,none,0.98,none,o10,0.7228541940000001,28.5600000000001,0.27714580599999994,0.09332939799999995,inf
J48,Td-idf,none,none,0.98,none,o10,0.688488559,72.5600000000001,0.31151144099999994,0.12769503299999996,inf
svmLinear2,freq,none,porter,0.99,'> 0',o10,0.804595084,73.4200000000015,0.19540491599999998,0.011588507999999997,inf
knn,freq,none,porter,0.99,'> 0',o10,0.653315042,40.5300000000015,0.346684958,0.16286855,inf
C5.0Tree,freq,none,porter,0.99,'> 0',o10,0.773890631,42.3100000000015,0.226109369,0.04229296100000002,inf
JRip,freq,none,porter,0.99,'> 0',o10,0.749488645,67.0300000000015,0.250511355,0.066694947,inf
ranger,freq,none,porter,0.99,'> 0',o10,0.797681538,71.4000000000015,0.20231846200000003,0.018502054000000046,inf
nnet,freq,none,porter,0.99,'> 0',o10,0.7403353579999999,41.540000000001505,0.25966464200000006,0.07584823400000007,inf
lda,freq,none,porter,0.99,'> 0',o10,0.807036093,37.9200000000015,0.192963907,0.009147499000000003,inf
J48,freq,none,porter,0.99,'> 0',o10,0.769415448,48.740000000001494,0.23058455200000005,0.04676814400000007,inf
svmLinear2,freq,none,porter,0.98,none,o10,0.648638261,368.519999999998,0.351361739,0.16754533100000002,inf
knn,freq,none,porter,0.98,none,o10,0.484546396,259.259999999998,0.515453604,0.331637196,inf
C5.0Tree,freq,none,porter,0.98,none,o10,0.748067865,49.7199999999981,0.251932135,0.06811572700000001,inf
JRip,freq,none,porter,0.98,none,o10,0.7230595959999999,140.52999999999798,0.2769404040000001,0.0931239960000001,inf
ranger,freq,none,porter,0.98,none,o10,0.7645385570000001,114.419999999998,0.23546144299999994,0.05164503499999995,inf
nnet,freq,none,porter,0.98,none,o10,0.497362685,83.0499999999981,0.502637315,0.318820907,inf
lda,freq,none,porter,0.98,none,o10,0.715737562,32.3899999999981,0.28426243799999995,0.10044602999999996,inf
J48,freq,none,porter,0.98,none,o10,0.7210240990000001,78.92999999999809,0.2789759009999999,0.09515949299999993,inf
svmLinear2,freq,none,porter,0.98,'> 0',o10,0.7724642279999999,75.8400000000029,0.22753577200000008,0.043719364000000094,inf
knn,freq,none,porter,0.98,'> 0',o10,0.600453472,27.5000000000029,0.399546528,0.21573012000000003,inf
C5.0Tree,freq,none,porter,0.98,'> 0',o10,0.763520808,28.9300000000029,0.236479192,0.05266278400000002,inf
JRip,freq,none,porter,0.98,'> 0',o10,0.734240608,45.2400000000029,0.265759392,0.081942984,inf
ranger,freq,none,porter,0.98,'> 0',o10,0.7645372340000001,57.730000000002896,0.23546276599999993,0.05164635799999995,inf
nnet,freq,none,porter,0.98,'> 0',o10,0.6815624440000001,28.630000000002898,0.3184375559999999,0.1346211479999999,inf
lda,freq,none,porter,0.98,'> 0',o10,0.7771418370000001,25.0700000000029,0.22285816299999994,0.039041754999999956,inf
J48,freq,none,porter,0.98,'> 0',o10,0.746440691,33.480000000002896,0.253559309,0.06974290100000002,inf
svmLinear2,freq,default,none,0.99,none,o10,0.6577889020000001,273.81000000000097,0.34221109799999994,0.15839468999999995,inf
knn,freq,default,none,0.99,none,o10,0.537216125,488.920000000001,0.46278387499999996,0.27896746699999997,inf
C5.0Tree,freq,default,none,0.99,none,o10,0.760673791,95.24000000000059,0.239326209,0.055509801000000025,inf
JRip,freq,default,none,0.99,none,o10,0.744811698,312.850000000001,0.255188302,0.07137189399999999,inf
ranger,freq,default,none,0.99,none,o10,0.7909714090000001,183.73000000000098,0.20902859099999993,0.025212182999999944,inf
nnet,freq,default,none,0.99,none,o10,0.5243781710000001,167.970000000001,0.47562182899999994,0.29180542099999995,inf
lda,freq,default,none,0.99,none,o10,0.70434751,84.26000000000059,0.29565249000000005,0.11183608200000006,inf
J48,freq,default,none,0.99,none,o10,0.728950102,180.530000000001,0.271049898,0.08723349000000002,inf
svmLinear2,freq,default,none,0.99,'> 0',o10,0.785886801,108.560000000001,0.21411319900000003,0.030296791000000045,inf
knn,freq,default,none,0.99,'> 0',o10,0.6405048720000001,66.6800000000012,0.35949512799999994,0.17567871999999995,inf
C5.0Tree,freq,default,none,0.99,'> 0',o10,0.767587172,50.160000000001205,0.23241282799999996,0.048596419999999974,inf
JRip,freq,default,none,0.99,'> 0',o10,0.7490856140000001,87.75000000000121,0.25091438599999993,0.06709797799999995,inf
ranger,freq,default,none,0.99,'> 0',o10,0.7944268590000001,96.00000000000121,0.2055731409999999,0.021756732999999917,inf
nnet,freq,default,none,0.99,'> 0',o10,0.700284288,47.6800000000012,0.299715712,0.11589930400000004,inf
lda,freq,default,none,0.99,'> 0',o10,0.800120562,42.3300000000012,0.19987943799999996,0.016063029999999978,inf
J48,freq,default,none,0.99,'> 0',o10,0.7574242390000001,66.2700000000012,0.2425757609999999,0.0587593529999999,inf
svmLinear2,freq,default,none,0.98,none,o10,0.6419259829999999,391.010000000003,0.3580740170000001,0.1742576090000001,inf
knn,freq,default,none,0.98,none,o10,0.5174924089999999,230.600000000003,0.48250759100000007,0.2986911830000001,inf
C5.0Tree,freq,default,none,0.98,none,o10,0.7291523609999999,45.270000000002604,0.2708476390000001,0.0870312310000001,inf
JRip,freq,default,none,0.98,none,o10,0.733429254,122.34000000000299,0.26657074599999997,0.08275433799999998,inf
ranger,freq,default,none,0.98,none,o10,0.7584390109999999,115.270000000003,0.24156098900000011,0.05774458100000013,inf
nnet,freq,default,none,0.98,none,o10,0.52420138,68.2600000000026,0.47579861999999995,0.29198221199999996,inf
lda,freq,default,none,0.98,none,o10,0.717160657,29.190000000002602,0.282839343,0.09902293500000003,inf
J48,freq,default,none,0.98,none,o10,0.699874146,68.8600000000026,0.300125854,0.11630944600000004,inf
svmLinear2,freq,default,none,0.98,'> 0',o10,0.759047444,63.8799999999994,0.24095255599999998,0.057136148,inf
knn,freq,default,none,0.98,'> 0',o10,0.6041073779999999,26.009999999999398,0.3958926220000001,0.2120762140000001,inf
C5.0Tree,freq,default,none,0.98,'> 0',o10,0.7450152809999999,27.1999999999994,0.2549847190000001,0.0711683110000001,inf
JRip,freq,default,none,0.98,'> 0',o10,0.730376835,42.6199999999994,0.26962316500000005,0.08580675700000007,inf
ranger,freq,default,none,0.98,'> 0',o10,0.762911714,54.249999999999396,0.23708828599999998,0.053271877999999995,inf
nnet,freq,default,none,0.98,'> 0',o10,0.694784741,27.2699999999994,0.305215259,0.12139885100000003,inf
lda,freq,default,none,0.98,'> 0',o10,0.762502233,24.4699999999994,0.23749776700000003,0.05368135900000004,inf
J48,freq,default,none,0.98,'> 0',o10,0.7324101820000001,30.3799999999994,0.2675898179999999,0.08377340999999994,inf
svmLinear2,freq,default,porter,0.99,none,o10,0.679134169,256.13,0.320865831,0.137049423,inf
knn,freq,default,porter,0.99,none,o10,0.553885273,449.97,0.446114727,0.262298319,inf
C5.0Tree,freq,default,porter,0.99,none,o10,0.773889142,90.46,0.22611085799999997,0.04229444999999998,inf
JRip,freq,default,porter,0.99,none,o10,0.7478616359999999,286.52,0.2521383640000001,0.06832195600000013,inf
ranger,freq,default,porter,0.99,none,o10,0.7952413559999999,172.23,0.2047586440000001,0.020942236000000114,inf
nnet,freq,default,porter,0.99,none,o10,0.567299576,169.55,0.432700424,0.24888401599999999,inf
lda,freq,default,porter,0.99,none,o10,0.7259001629999999,74.73,0.27409983700000007,0.09028342900000008,inf
J48,freq,default,porter,0.99,none,o10,0.7444037059999999,168.57,0.25559629400000006,0.07177988600000007,inf
svmLinear2,freq,default,porter,0.99,'> 0',o10,0.8033763979999999,77.1400000000023,0.19662360200000006,0.012807194000000077,inf
knn,freq,default,porter,0.99,'> 0',o10,0.667955308,44.7000000000023,0.332044692,0.148228284,inf
C5.0Tree,freq,default,porter,0.99,'> 0',o10,0.771856953,47.070000000002295,0.228143047,0.044326639,inf
JRip,freq,default,porter,0.99,'> 0',o10,0.7570127740000001,68.7900000000023,0.2429872259999999,0.0591708179999999,inf
ranger,freq,default,porter,0.99,'> 0',o10,0.797478782,75.9100000000023,0.202521218,0.018704810000000016,inf
nnet,freq,default,porter,0.99,'> 0',o10,0.7434043140000001,45.4100000000023,0.25659568599999993,0.07277927799999995,inf
lda,freq,default,porter,0.99,'> 0',o10,0.806222588,42.0200000000023,0.19377741199999998,0.009961003999999996,inf
J48,freq,default,porter,0.99,'> 0',o10,0.770638268,52.3600000000023,0.22936173199999998,0.045545324,inf
svmLinear2,freq,default,porter,0.98,none,o10,0.651484286,369.050000000001,0.34851571400000003,0.16469930600000005,inf
knn,freq,default,porter,0.98,none,o10,0.5300930429999999,236.33000000000098,0.46990695700000007,0.2860905490000001,inf
C5.0Tree,freq,default,porter,0.98,none,o10,0.752134394,51.3600000000006,0.24786560599999996,0.06404919799999997,inf
JRip,freq,default,porter,0.98,none,o10,0.725699392,127.780000000001,0.274300608,0.09048420000000001,inf
ranger,freq,default,porter,0.98,none,o10,0.770435677,115.250000000001,0.22956432299999996,0.04574791499999997,inf
nnet,freq,default,porter,0.98,none,o10,0.557739454,74.4400000000006,0.442260546,0.258444138,inf
lda,freq,default,porter,0.98,none,o10,0.723668195,34.2200000000006,0.276331805,0.092515397,inf
J48,freq,default,porter,0.98,none,o10,0.719191193,76.35000000000059,0.280808807,0.096992399,inf
svmLinear2,Td-idf,none,none,0.98,'> 0',o10,0.760468885,70.87000000000029,0.23953111500000002,0.05571470700000003,inf
knn,Td-idf,none,none,0.98,'> 0',o10,0.596582091,22.1300000000003,0.40341790899999996,0.21960150099999998,inf
C5.0Tree,Td-idf,none,none,0.98,'> 0',o10,0.735866294,32.4300000000003,0.26413370599999997,0.08031729799999998,inf
JRip,Td-idf,none,none,0.98,'> 0',o10,0.724274478,35.8300000000003,0.275725522,0.09190911400000001,inf
ranger,Td-idf,none,none,0.98,'> 0',o10,0.754370167,57.28000000000029,0.24562983299999996,0.06181342499999998,inf
nnet,Td-idf,none,none,0.98,'> 0',o10,0.728342165,21.8600000000003,0.27165783499999996,0.08784142699999997,inf
lda,Td-idf,none,none,0.98,'> 0',o10,0.760267122,20.2200000000003,0.23973287799999998,0.055916469999999996,inf
J48,Td-idf,none,none,0.98,'> 0',o10,0.7238722740000001,27.7800000000003,0.2761277259999999,0.09231131799999992,inf
svmLinear2,freq,default,porter,0.98,'> 0',o10,0.7746993390000001,75.28,0.2253006609999999,0.041484252999999915,inf
knn,freq,default,porter,0.98,'> 0',o10,0.605736536,31.03,0.394263464,0.21044705600000002,inf
C5.0Tree,freq,default,porter,0.98,'> 0',o10,0.76331706,32.34,0.23668294,0.05286653200000002,inf
JRip,freq,default,porter,0.98,'> 0',o10,0.7397274209999999,50.61,0.2602725790000001,0.07645617100000013,inf
ranger,freq,default,porter,0.98,'> 0',o10,0.766163415,61.46,0.23383658500000004,0.050020177000000055,inf
nnet,freq,default,porter,0.98,'> 0',o10,0.6831995409999999,32.06,0.3168004590000001,0.1329840510000001,inf
lda,freq,default,porter,0.98,'> 0',o10,0.774905072,28.87,0.22509492799999997,0.041278519999999985,inf
J48,freq,default,porter,0.98,'> 0',o10,0.744610265,36.53,0.25538973499999995,0.07157332699999996,inf
svmLinear2,freq,smart,none,0.99,none,o10,0.658804501,268.009999999995,0.341195499,0.15737909100000003,inf
knn,freq,smart,none,0.99,none,o10,0.549009208,448.819999999995,0.45099079200000003,0.26717438400000004,inf
C5.0Tree,freq,smart,none,0.99,none,o10,0.76128454,100.899999999995,0.23871546,0.054899052000000004,inf
JRip,freq,smart,none,0.99,none,o10,0.74725188,301.119999999995,0.25274812,0.06893171200000003,inf
ranger,freq,smart,none,0.99,none,o10,0.7921919140000001,190.569999999995,0.2078080859999999,0.023991677999999905,inf
nnet,freq,smart,none,0.99,none,o10,0.575838146,164.839999999995,0.42416185399999995,0.24034544599999996,inf
lda,freq,smart,none,0.99,none,o10,0.7120772059999999,74.8199999999953,0.2879227940000001,0.1041063860000001,inf
J48,freq,smart,none,0.99,none,o10,0.734445679,168.69999999999501,0.265554321,0.081737913,inf
svmLinear2,freq,smart,none,0.99,'> 0',o10,0.78324254,112.77000000000099,0.21675745999999996,0.03294105199999997,inf
knn,freq,smart,none,0.99,'> 0',o10,0.638064359,69.3100000000006,0.361935641,0.178119233,inf
C5.0Tree,freq,smart,none,0.99,'> 0',o10,0.763519485,55.0600000000006,0.236480515,0.052664107000000016,inf
JRip,freq,smart,none,0.99,'> 0',o10,0.74908396,92.73000000000059,0.25091604,0.06709963200000002,inf
ranger,freq,smart,none,0.99,'> 0',o10,0.7913779129999999,99.4400000000006,0.20862208700000007,0.02480567900000008,inf
nnet,freq,smart,none,0.99,'> 0',o10,0.627289355,52.0900000000006,0.37271064499999995,0.18889423699999996,inf
lda,freq,smart,none,0.99,'> 0',o10,0.798900719,47.7900000000006,0.20109928099999996,0.017282872999999976,inf
J48,freq,smart,none,0.99,'> 0',o10,0.75762253,71.4100000000006,0.24237746999999998,0.058561062,inf
svmLinear2,freq,smart,none,0.98,none,o10,0.6600236820000001,386.89999999999804,0.33997631799999994,0.15615990999999996,inf
knn,freq,smart,none,0.98,none,o10,0.53172369,211.95999999999802,0.46827631000000003,0.28445990200000004,inf
C5.0Tree,freq,smart,none,0.98,none,o10,0.73098411,65.119999999998,0.26901589000000004,0.08519948200000005,inf
JRip,freq,smart,none,0.98,none,o10,0.732819002,116.569999999998,0.26718099799999995,0.08336458999999996,inf
ranger,freq,smart,none,0.98,none,o10,0.7582357590000001,119.259999999998,0.24176424099999994,0.05794783299999995,inf
nnet,freq,smart,none,0.98,none,o10,0.495100121,59.399999999997995,0.504899879,0.321083471,inf
lda,freq,smart,none,0.98,none,o10,0.717567822,35.009999999998,0.282432178,0.09861576999999999,inf
J48,freq,smart,none,0.98,none,o10,0.7069925979999999,69.049999999998,0.2930074020000001,0.1091909940000001,inf
svmLinear2,freq,smart,none,0.98,'> 0',o10,0.762705981,70.65999999999829,0.23729401900000002,0.053477611000000036,inf
knn,freq,smart,none,0.98,'> 0',o10,0.607970324,33.1199999999983,0.39202967600000005,0.20821326800000006,inf
C5.0Tree,freq,smart,none,0.98,'> 0',o10,0.744202935,34.6399999999983,0.255797065,0.071980657,inf
JRip,freq,smart,none,0.98,'> 0',o10,0.737290546,51.569999999998295,0.262709454,0.07889304600000002,inf
ranger,freq,smart,none,0.98,'> 0',o10,0.762504383,65.4699999999983,0.237495617,0.053679209000000006,inf
nnet,freq,smart,none,0.98,'> 0',o10,0.66406987,35.1199999999983,0.33593013000000005,0.15211372200000006,inf
lda,freq,smart,none,0.98,'> 0',o10,0.764536407,31.729999999998302,0.23546359299999997,0.051647184999999984,inf
J48,freq,smart,none,0.98,'> 0',o10,0.73484871,37.5899999999983,0.26515129000000004,0.08133488200000005,inf
svmLinear2,freq,smart,porter,0.99,none,o10,0.672834018,254.64000000000303,0.327165982,0.14334957400000004,inf
knn,freq,smart,porter,0.99,none,o10,0.5660832060000001,420.790000000003,0.43391679399999994,0.25010038599999995,inf
C5.0Tree,freq,smart,porter,0.99,none,o10,0.7771429940000001,93.9100000000029,0.2228570059999999,0.039040597999999926,inf
JRip,freq,smart,porter,0.99,none,o10,0.750100055,281.560000000003,0.249899945,0.06608353700000003,inf
ranger,freq,smart,porter,0.99,none,o10,0.7974782859999999,187.40000000000302,0.20252171400000007,0.018705306000000088,inf
nnet,freq,smart,porter,0.99,none,o10,0.562629575,160.600000000003,0.437370425,0.253554017,inf
lda,freq,smart,porter,0.99,none,o10,0.735866294,74.28000000000291,0.26413370599999997,0.08031729799999998,inf
J48,freq,smart,porter,0.99,none,o10,0.742578903,161.72000000000298,0.25742109700000004,0.07360468900000006,inf
svmLinear2,freq,smart,porter,0.99,'> 0',o10,0.805816746,83.9600000000023,0.19418325400000003,0.01036684600000004,inf
knn,freq,smart,porter,0.99,'> 0',o10,0.6663278029999999,50.4400000000023,0.33367219700000006,0.14985578900000007,inf
C5.0Tree,freq,smart,porter,0.99,'> 0',o10,0.771653535,51.7900000000023,0.228346465,0.04453005700000001,inf
JRip,freq,smart,porter,0.99,'> 0',o10,0.75376008,75.5800000000023,0.24623991999999995,0.06242351199999996,inf
ranger,freq,smart,porter,0.99,'> 0',o10,0.800528224,81.6400000000023,0.199471776,0.015655368000000003,inf
nnet,freq,smart,porter,0.99,'> 0',o10,0.780194917,52.530000000002296,0.219805083,0.035988675000000026,inf
lda,freq,smart,porter,0.99,'> 0',o10,0.807442597,47.4000000000023,0.19255740300000002,0.00874099500000003,inf
J48,freq,smart,porter,0.99,'> 0',o10,0.7653500759999999,58.1300000000023,0.23464992400000007,0.05083351600000008,inf
svmLinear2,freq,smart,porter,0.98,none,o10,0.671004254,364.29999999999495,0.32899574600000003,0.14517933800000005,inf
knn,freq,smart,porter,0.98,none,o10,0.545138324,220.469999999995,0.45486167600000005,0.27104526800000006,inf
C5.0Tree,freq,smart,porter,0.98,none,o10,0.751931142,55.789999999995096,0.248068858,0.06425245000000002,inf
JRip,freq,smart,porter,0.98,none,o10,0.730988245,135.219999999995,0.26901175499999996,0.08519534699999998,inf
ranger,freq,smart,porter,0.98,none,o10,0.771249347,122.899999999995,0.22875065299999997,0.044934244999999984,inf
nnet,freq,smart,porter,0.98,none,o10,0.534355878,63.2099999999951,0.46564412200000005,0.28182771400000006,inf
lda,freq,smart,porter,0.98,none,o10,0.735462105,40.1499999999951,0.264537895,0.08072148700000004,inf
J48,freq,smart,porter,0.98,none,o10,0.7181779090000001,76.6199999999951,0.2818220909999999,0.0980056829999999,inf
svmLinear2,freq,smart,porter,0.98,'> 0',o10,0.77510882,82.78,0.22489117999999997,0.04107477199999998,inf
knn,freq,smart,porter,0.98,'> 0',o10,0.602279433,38.58,0.397720567,0.21390415900000004,inf
C5.0Tree,freq,smart,porter,0.98,'> 0',o10,0.7627074690000001,40.2,0.23729253099999992,0.05347612299999993,inf
JRip,freq,smart,porter,0.98,'> 0',o10,0.727531803,57.94,0.272468197,0.08865178900000004,inf
ranger,freq,smart,porter,0.98,'> 0',o10,0.7667741640000001,69.19,0.2332258359999999,0.04940942799999992,inf
nnet,freq,smart,porter,0.98,'> 0',o10,0.7177580090000001,40.38,0.2822419909999999,0.09842558299999993,inf
lda,freq,smart,porter,0.98,'> 0',o10,0.7773445920000001,36.63,0.22265540799999994,0.03883899999999996,inf
J48,freq,smart,porter,0.98,'> 0',o10,0.742782486,44.05,0.25721751400000004,0.07340110600000005,inf
svmLinear2,Td-idf,none,porter,0.99,none,o10,0.687881118,270.95,0.31211888200000004,0.12830247400000006,inf
knn,Td-idf,none,porter,0.99,none,o10,0.5935333110000001,474.42,0.40646668899999994,0.22265028099999995,inf
C5.0Tree,Td-idf,none,porter,0.99,none,o10,0.761689721,173.26,0.238310279,0.05449387100000003,inf
JRip,Td-idf,none,porter,0.99,none,o10,0.722040525,238.23,0.27795947499999996,0.09414306699999997,inf
ranger,Td-idf,none,porter,0.99,none,o10,0.788531889,173.43,0.21146811099999996,0.027651702999999972,inf
nnet,Td-idf,none,porter,0.99,none,o10,0.549825855,125.39,0.45017414499999997,0.266357737,inf
lda,Td-idf,none,porter,0.99,none,o10,0.7368837109999999,73.44,0.26311628900000006,0.07929988100000007,inf
J48,Td-idf,none,porter,0.99,none,o10,0.733425285,178.64,0.26657471499999996,0.08275830699999998,inf
svmLinear2,Td-idf,none,porter,0.99,'> 0',o10,0.803780918,81.0000000000001,0.19621908200000004,0.012402674000000058,inf
knn,Td-idf,none,porter,0.99,'> 0',o10,0.6915393240000001,41.0500000000001,0.30846067599999993,0.12464426799999995,inf
C5.0Tree,Td-idf,none,porter,0.99,'> 0',o10,0.7645387220000001,53.75000000000011,0.23546127799999994,0.051644869999999954,inf
JRip,Td-idf,none,porter,0.99,'> 0',o10,0.7454249270000001,68.0700000000001,0.25457507299999993,0.07075866499999994,inf
ranger,Td-idf,none,porter,0.99,'> 0',o10,0.78751414,81.32000000000009,0.21248586000000003,0.02866945200000004,inf
nnet,Td-idf,none,porter,0.99,'> 0',o10,0.683362275,39.5200000000001,0.316637725,0.132821317,inf
lda,Td-idf,none,porter,0.99,'> 0',o10,0.816183592,38.3300000000001,0.183816408,0.0,?
J48,Td-idf,none,porter,0.99,'> 0',o10,0.758235428,50.0200000000001,0.241764572,0.057948164000000024,inf
svmLinear2,Td-idf,none,porter,0.98,none,o10,0.655755224,424.909999999999,0.34424477600000003,0.16042836800000004,inf
knn,Td-idf,none,porter,0.98,none,o10,0.555712391,254.57999999999902,0.444287609,0.260471201,inf
C5.0Tree,Td-idf,none,porter,0.98,none,o10,0.7564056640000001,97.85999999999929,0.2435943359999999,0.059777927999999925,inf
JRip,Td-idf,none,porter,0.98,none,o10,0.7122783079999999,126.859999999999,0.2877216920000001,0.1039052840000001,inf
ranger,Td-idf,none,porter,0.98,none,o10,0.762099863,125.61999999999901,0.237900137,0.054083729000000025,inf
nnet,Td-idf,none,porter,0.98,none,o10,0.6203748170000001,58.33999999999929,0.3796251829999999,0.19580877499999993,inf
lda,Td-idf,none,porter,0.98,none,o10,0.735461774,31.7199999999993,0.264538226,0.080721818,inf
J48,Td-idf,none,porter,0.98,none,o10,0.709435095,80.46999999999929,0.290564905,0.106748497,inf
svmLinear2,Td-idf,none,porter,0.98,'> 0',o10,0.774701654,84.8099999999994,0.22529834599999998,0.041481937999999996,inf
knn,Td-idf,none,porter,0.98,'> 0',o10,0.620982589,28.669999999999398,0.37901741099999997,0.19520100299999998,inf
C5.0Tree,Td-idf,none,porter,0.98,'> 0',o10,0.762303115,40.0999999999994,0.23769688499999997,0.05388047699999998,inf
JRip,Td-idf,none,porter,0.98,'> 0',o10,0.713703222,46.2899999999994,0.286296778,0.10248036999999999,inf
ranger,Td-idf,none,porter,0.98,'> 0',o10,0.762706312,66.0299999999994,0.23729368799999995,0.05347727999999996,inf
nnet,Td-idf,none,porter,0.98,'> 0',o10,0.653881965,26.2999999999994,0.34611803500000005,0.16230162700000006,inf
lda,Td-idf,none,porter,0.98,'> 0',o10,0.776735002,24.7299999999994,0.223264998,0.039448590000000006,inf
J48,Td-idf,none,porter,0.98,'> 0',o10,0.7360723570000001,35.2999999999994,0.26392764299999993,0.08011123499999995,inf
svmLinear2,Td-idf,default,none,0.99,none,o10,0.6657137470000001,286.19,0.3342862529999999,0.15046984499999994,inf
knn,Td-idf,default,none,0.99,none,o10,0.577066754,496.05,0.42293324600000004,0.23911683800000005,inf
C5.0Tree,Td-idf,default,none,0.99,none,o10,0.759047775,173.86,0.24095222500000002,0.05713581700000003,inf
JRip,Td-idf,default,none,0.99,none,o10,0.7376975459999999,316.23,0.2623024540000001,0.07848604600000009,inf
ranger,Td-idf,default,none,0.99,none,o10,0.786904715,186.64,0.21309528499999997,0.02927887699999998,inf
nnet,Td-idf,default,none,0.99,none,o10,0.57788985,128.0,0.42211014999999996,0.23829374199999998,inf
lda,Td-idf,default,none,0.99,none,o10,0.721634351,76.44,0.27836564900000005,0.09454924100000006,inf
J48,Td-idf,default,none,0.99,none,o10,0.724683297,178.37,0.275316703,0.09150029500000001,inf
svmLinear2,Td-idf,none,none,0.99,none,o11,0.679817357,123.56,0.320182643,0.14628320700000008,inf
lda,Td-idf,none,none,0.99,none,o11,0.676780795,65.95,0.323219205,0.1493197690000001,inf
JRip,Td-idf,none,none,0.99,none,o11,0.709863349,128.0,0.29013665099999997,0.11623721500000006,inf
ranger,Td-idf,none,none,0.99,none,o11,0.784216886,103.68,0.21578311400000005,0.041883678000000146,inf
J48,Td-idf,none,none,0.99,none,o11,0.73505313,106.46,0.26494686999999995,0.09104743400000004,inf
C5.0Tree,Td-idf,none,none,0.99,none,o11,0.76176285,112.44,0.23823715,0.0643377140000001,inf
knn,Td-idf,none,none,0.99,none,o11,0.6394510379999999,221.88,0.3605489620000001,0.18664952600000018,inf
nnet,Td-idf,none,none,0.99,none,o11,0.7271640429999999,81.92,0.2728359570000001,0.09893652100000017,inf
svmLinear2,Td-idf,default,none,0.99,'> 0',o11,0.811835695,42.96,0.18816430500000003,0.014264869000000124,inf
lda,Td-idf,default,none,0.99,'> 0',o11,0.826099459,28.47,0.17390054099999996,1.105000000056755e-06,inf
JRip,Td-idf,default,none,0.99,'> 0',o11,0.7280771859999999,36.54,0.27192281400000007,0.09802337800000016,inf
ranger,Td-idf,default,none,0.99,'> 0',o11,0.786952999,48.14,0.21304700099999996,0.03914756500000005,inf
J48,Td-idf,default,none,0.99,'> 0',o11,0.757208192,31.95,0.242791808,0.06889237200000009,inf
C5.0Tree,Td-idf,default,none,0.99,'> 0',o11,0.7620636670000001,35.94,0.23793633299999994,0.06403689700000004,inf
knn,Td-idf,default,none,0.99,'> 0',o11,0.695897454,28.26,0.304102546,0.13020311000000007,inf
nnet,Td-idf,default,none,0.99,'> 0',o11,0.810618416,28.41,0.18938158400000005,0.01548214800000014,inf
