% {"col_measures": ["predictive_accuracy", "runtime", "missclassification_rate", "predictive_accuracy_loss", "predictive_accuracy_loss_normalized"], "col_parameters": ["algorithm", "representation", "stopword_remover", "stemmer", "sparsity", "feature_selection"]}
@RELATION text_classification

@ATTRIBUTE algorithm {knn, ranger, JRip, svmLinear2, J48, nnet, lda, C5.0Tree}
@ATTRIBUTE representation {Td-idf, freq}
@ATTRIBUTE stopword_remover {none, default, smart}
@ATTRIBUTE stemmer {none, porter}
@ATTRIBUTE sparsity NUMERIC
@ATTRIBUTE feature_selection {none, '> 0'}
@ATTRIBUTE dataset {n1, n10, n11, n12, n13, n14, n15, n16, n17, n18, n19, n2, n20, n21, n22, n23, n3, n4, n5, n6, n7, n8, n9, o1, o10, o11, o12, o13, o14, o15, o16, o17, o18, o19, o2, o20, o21, o22, o3, o4, o5, o6, o7, o8, o9, r1, r2, r3, r4, r5}
@ATTRIBUTE predictive_accuracy NUMERIC
@ATTRIBUTE runtime NUMERIC
@ATTRIBUTE missclassification_rate NUMERIC
@ATTRIBUTE predictive_accuracy_loss NUMERIC
@ATTRIBUTE predictive_accuracy_loss_normalized NUMERIC

@DATA
JRip,freq,default,none,0.98,none,n17,0.908449655,34.459999999998104,0.09155034500000003,0.06814945400000005,inf
knn,freq,default,none,0.98,'> 0',n17,0.86264861,35.2999999999999,0.13735138999999996,0.11395049899999998,inf
lda,freq,default,none,0.98,'> 0',n17,0.8626610290000001,18.889999999999898,0.13733897099999992,0.11393807999999994,inf
J48,freq,default,none,0.98,'> 0',n17,0.916588015,20.519999999999897,0.08341198500000002,0.06001109400000004,inf
ranger,freq,default,none,0.98,'> 0',n17,0.9532013229999999,25.1599999999999,0.046798677000000066,0.023397786000000087,inf
svmLinear2,freq,default,none,0.98,'> 0',n17,0.941499843,17.879999999999896,0.058500157,0.03509926600000002,inf
nnet,freq,default,none,0.98,'> 0',n17,0.949646482,21.7199999999999,0.050353517999999986,0.026952627000000007,inf
C5.0Tree,freq,default,none,0.98,'> 0',n17,0.91607885,19.2399999999999,0.08392115,0.06052025900000002,inf
JRip,freq,default,none,0.98,'> 0',n17,0.91607678,29.5999999999999,0.08392321999999997,0.060522328999999986,inf
knn,freq,default,porter,0.99,none,n17,0.869261545,88.6099999999975,0.13073845500000003,0.10733756400000005,inf
lda,freq,default,porter,0.99,none,n17,0.572750567,66.7699999999975,0.42724943299999996,0.403848542,inf
J48,freq,default,porter,0.99,none,n17,0.929798362,54.7399999999975,0.07020163800000001,0.04680074700000003,inf
ranger,freq,default,porter,0.99,none,n17,0.9654078290000001,44.5599999999975,0.034592170999999894,0.011191279999999915,inf
svmLinear2,freq,default,porter,0.99,none,n17,0.9328533520000001,38.3699999999975,0.06714664799999992,0.04374575699999994,inf
nnet,freq,default,porter,0.99,none,n17,0.961854023,65.7199999999975,0.038145977,0.014745086000000018,inf
C5.0Tree,freq,default,porter,0.99,none,n17,0.927762737,36.5299999999975,0.072237263,0.04883637200000002,inf
JRip,freq,default,porter,0.99,none,n17,0.9175908220000001,80.4399999999975,0.08240917799999992,0.05900828699999994,inf
knn,freq,default,porter,0.99,'> 0',n17,0.880965095,47.39,0.11903490500000002,0.09563401400000004,inf
lda,freq,default,porter,0.99,'> 0',n17,0.86061609,32.83,0.13938391000000006,0.11598301900000008,inf
J48,freq,default,porter,0.99,'> 0',n17,0.926750617,34.72,0.07324938299999995,0.049848491999999966,inf
ranger,freq,default,porter,0.99,'> 0',n17,0.963882404,38.28,0.036117595999999974,0.012716704999999995,inf
svmLinear2,freq,default,porter,0.99,'> 0',n17,0.933871682,32.08,0.06612831799999996,0.042727426999999985,inf
nnet,freq,default,porter,0.99,'> 0',n17,0.950152543,32.61,0.04984745700000004,0.02644656600000006,inf
C5.0Tree,freq,default,porter,0.99,'> 0',n17,0.922175376,33.5,0.07782462400000001,0.05442373300000003,inf
JRip,freq,default,porter,0.99,'> 0',n17,0.9175970309999999,41.49,0.0824029690000001,0.059002078000000124,inf
knn,freq,default,porter,0.98,none,n17,0.8682390759999999,52.7500000000029,0.13176092400000006,0.10836003300000008,inf
lda,freq,default,porter,0.98,none,n17,0.833658288,29.8500000000029,0.16634171200000003,0.14294082100000005,inf
J48,freq,default,porter,0.98,none,n17,0.928780032,30.0700000000029,0.07121996799999997,0.04781907699999999,inf
ranger,freq,default,porter,0.98,none,n17,0.963376343,32.9100000000029,0.03662365700000003,0.013222766000000052,inf
svmLinear2,freq,default,porter,0.98,none,n17,0.931325857,24.5000000000029,0.06867414299999997,0.045273251999999986,inf
nnet,freq,default,porter,0.98,none,n17,0.960840867,36.0800000000029,0.03915913299999996,0.015758241999999978,inf
C5.0Tree,freq,default,porter,0.98,none,n17,0.926744407,25.9100000000029,0.07325559299999995,0.04985470199999997,inf
JRip,freq,default,porter,0.98,none,n17,0.924721201,45.4100000000029,0.07527879900000001,0.05187790800000003,inf
knn,Td-idf,none,none,0.98,'> 0',n17,0.8957381240000001,42.099999999999795,0.10426187599999992,0.08086098499999994,inf
lda,Td-idf,none,none,0.98,'> 0',n17,0.9394621479999999,21.2899999999998,0.06053785200000006,0.03713696100000008,inf
J48,Td-idf,none,none,0.98,'> 0',n17,0.905906935,24.6299999999998,0.09409306500000003,0.07069217400000005,inf
ranger,Td-idf,none,none,0.98,'> 0',n17,0.9537135929999999,27.6799999999998,0.046286407000000085,0.022885516000000106,inf
svmLinear2,Td-idf,none,none,0.98,'> 0',n17,0.942522312,20.9299999999998,0.05747768799999997,0.03407679699999999,inf
nnet,Td-idf,none,none,0.98,'> 0',n17,0.9557471479999999,21.1499999999998,0.044252852000000065,0.020851961000000085,inf
C5.0Tree,Td-idf,none,none,0.98,'> 0',n17,0.910492524,37.21999999999979,0.08950747599999997,0.066106585,inf
JRip,Td-idf,none,none,0.98,'> 0',n17,0.90081425,34.7499999999998,0.09918574999999996,0.07578485899999998,inf
knn,freq,default,porter,0.98,'> 0',n17,0.862651715,44.43999999999561,0.13734828499999996,0.11394739399999998,inf
lda,freq,default,porter,0.98,'> 0',n17,0.8677319809999999,27.059999999995604,0.13226801900000007,0.10886712800000009,inf
J48,freq,default,porter,0.98,'> 0',n17,0.926242487,28.429999999995605,0.073757513,0.05035662200000002,inf
ranger,freq,default,porter,0.98,'> 0',n17,0.957777598,32.2899999999956,0.04222240200000005,0.01882151100000007,inf
svmLinear2,freq,default,porter,0.98,'> 0',n17,0.934382917,25.709999999995603,0.06561708300000002,0.04221619200000004,inf
nnet,freq,default,porter,0.98,'> 0',n17,0.955743008,30.059999999995604,0.044256991999999995,0.020856101000000016,inf
C5.0Tree,freq,default,porter,0.98,'> 0',n17,0.9282739720000001,33.1399999999956,0.07172602799999994,0.04832513699999996,inf
JRip,freq,default,porter,0.98,'> 0',n17,0.9109820259999999,36.8599999999956,0.08901797400000011,0.06561708300000013,inf
knn,freq,smart,none,0.99,none,n17,0.8687451359999999,77.440000000002,0.13125486400000008,0.1078539730000001,inf
lda,freq,smart,none,0.99,none,n17,0.650556563,57.190000000002,0.349443437,0.32604254600000004,inf
J48,freq,smart,none,0.99,none,n17,0.920655126,44.450000000002,0.07934487400000001,0.05594398300000003,inf
ranger,freq,smart,none,0.99,none,n17,0.961846779,48.980000000002,0.03815322099999996,0.01475232999999998,inf
svmLinear2,freq,smart,none,0.99,none,n17,0.931828813,30.550000000001997,0.06817118700000002,0.04477029600000004,inf
nnet,freq,smart,none,0.99,none,n17,0.964392603,50.780000000002005,0.03560739700000004,0.012206506000000061,inf
C5.0Tree,freq,smart,none,0.99,none,n17,0.918106196,30.070000000001997,0.08189380400000001,0.058492913000000035,inf
JRip,freq,smart,none,0.99,none,n17,0.9160736759999999,71.990000000002,0.08392632400000011,0.06052543300000013,inf
knn,freq,smart,none,0.99,'> 0',n17,0.87536842,54.399999999997995,0.12463157999999996,0.10123068899999998,inf
lda,freq,smart,none,0.99,'> 0',n17,0.840289851,31.159999999998004,0.15971014900000002,0.13630925800000004,inf
J48,freq,smart,none,0.99,'> 0',n17,0.9181103359999999,33.979999999998,0.08188966400000008,0.058488773000000105,inf
ranger,freq,smart,none,0.99,'> 0',n17,0.9608284490000001,40.639999999998004,0.039171550999999916,0.015770659999999936,inf
svmLinear2,freq,smart,none,0.99,'> 0',n17,0.943530293,30.059999999998002,0.05646970699999998,0.033068816,inf
nnet,freq,smart,none,0.99,'> 0',n17,0.959821502,39.149999999998,0.04017849799999995,0.016777606999999972,inf
C5.0Tree,freq,smart,none,0.99,'> 0',n17,0.914040121,31.989999999998002,0.08595987900000002,0.06255898800000004,inf
JRip,freq,smart,none,0.99,'> 0',n17,0.9114974,44.849999999998,0.08850259999999999,0.06510170900000001,inf
knn,freq,smart,none,0.98,none,n17,0.870281945,37.480000000001205,0.129718055,0.10631716400000002,inf
lda,freq,smart,none,0.98,none,n17,0.860623334,17.640000000001198,0.13937666599999998,0.115975775,inf
J48,freq,smart,none,0.98,none,n17,0.9176001359999999,19.2500000000012,0.0823998640000001,0.05899897300000012,inf
ranger,freq,smart,none,0.98,none,n17,0.957777598,24.960000000001198,0.04222240200000005,0.01882151100000007,inf
svmLinear2,freq,smart,none,0.98,none,n17,0.934372568,16.3600000000012,0.06562743199999999,0.042226541000000006,inf
nnet,freq,smart,none,0.98,none,n17,0.957784843,22.9400000000012,0.042215157,0.018814266000000024,inf
C5.0Tree,freq,smart,none,0.98,none,n17,0.919632656,25.290000000001196,0.08036734400000001,0.05696645300000003,inf
JRip,freq,smart,none,0.98,none,n17,0.902851945,27.470000000001196,0.09714805500000001,0.07374716400000003,inf
knn,freq,smart,none,0.98,'> 0',n17,0.8840107709999999,29.079999999999398,0.11598922900000008,0.0925883380000001,inf
lda,freq,smart,none,0.98,'> 0',n17,0.88147219,17.9299999999994,0.11852781000000001,0.09512691900000003,inf
J48,freq,smart,none,0.98,'> 0',n17,0.91556865,18.9299999999994,0.08443135000000002,0.06103045900000004,inf
ranger,freq,smart,none,0.98,'> 0',n17,0.9577765640000001,24.8799999999994,0.04222343599999989,0.018822544999999913,inf
svmLinear2,freq,smart,none,0.98,'> 0',n17,0.9445506929999999,17.5699999999994,0.05544930700000006,0.03204841600000008,inf
nnet,freq,smart,none,0.98,'> 0',n17,0.952192307,17.4199999999994,0.047807692999999984,0.024406802000000005,inf
C5.0Tree,freq,smart,none,0.98,'> 0',n17,0.915566581,18.7899999999994,0.08443341900000001,0.06103252800000003,inf
JRip,freq,smart,none,0.98,'> 0',n17,0.91608506,23.3599999999994,0.08391494,0.060514049000000014,inf
knn,freq,smart,porter,0.99,none,n17,0.874344916,81.9400000000023,0.12565508400000003,0.10225419300000005,inf
lda,freq,smart,porter,0.99,none,n17,0.6688761529999999,63.5500000000023,0.3311238470000001,0.3077229560000001,inf
J48,freq,smart,porter,0.99,none,n17,0.933864438,50.5400000000023,0.06613556200000004,0.04273467100000006,inf
ranger,freq,smart,porter,0.99,none,n17,0.9649007340000001,46.9400000000023,0.03509926599999991,0.011698374999999928,inf
svmLinear2,freq,smart,porter,0.99,none,n17,0.930305458,37.5600000000023,0.06969454200000003,0.04629365100000005,inf
nnet,freq,smart,porter,0.99,none,n17,0.9628682129999999,49.8400000000023,0.03713178700000008,0.013730896000000103,inf
C5.0Tree,freq,smart,porter,0.99,none,n17,0.932846108,36.8300000000023,0.06715389199999999,0.043753001000000014,inf
JRip,freq,smart,porter,0.99,none,n17,0.9181103359999999,79.0300000000023,0.08188966400000008,0.058488773000000105,inf
knn,freq,smart,porter,0.99,'> 0',n17,0.885535161,42.1999999999977,0.11446483900000004,0.09106394800000006,inf
lda,freq,smart,porter,0.99,'> 0',n17,0.87079318,31.6399999999977,0.12920681999999994,0.10580592899999997,inf
J48,freq,smart,porter,0.99,'> 0',n17,0.923193706,33.369999999997695,0.07680629400000005,0.05340540300000007,inf
ranger,freq,smart,porter,0.99,'> 0',n17,0.963882404,38.5699999999977,0.036117595999999974,0.012716704999999995,inf
svmLinear2,freq,smart,porter,0.99,'> 0',n17,0.944041528,31.419999999997696,0.05595847200000004,0.03255758100000006,inf
nnet,freq,smart,porter,0.99,'> 0',n17,0.9343870559999999,31.2299999999977,0.06561294400000006,0.04221205300000008,inf
C5.0Tree,freq,smart,porter,0.99,'> 0',n17,0.923699767,32.699999999997694,0.076300233,0.052899342000000016,inf
JRip,freq,smart,porter,0.99,'> 0',n17,0.917102355,38.7999999999977,0.08289764499999996,0.059496753999999985,inf
knn,freq,smart,porter,0.98,none,n17,0.871293031,48.2799999999965,0.128706969,0.10530607800000003,inf
lda,freq,smart,porter,0.98,none,n17,0.855532719,25.9899999999965,0.14446728099999995,0.12106638999999997,inf
J48,freq,smart,porter,0.98,none,n17,0.935901098,28.3799999999965,0.06409890200000001,0.040698011000000034,inf
ranger,freq,smart,porter,0.98,none,n17,0.962355944,33.6199999999965,0.03764405599999998,0.014243165000000002,inf
svmLinear2,freq,smart,porter,0.98,none,n17,0.928785207,24.3099999999965,0.071214793,0.04781390200000002,inf
nnet,freq,smart,porter,0.98,none,n17,0.9562594170000001,33.7899999999965,0.043740582999999944,0.020339691999999965,inf
C5.0Tree,freq,smart,porter,0.98,none,n17,0.933357343,25.9799999999965,0.06664265700000005,0.04324176600000007,inf
JRip,freq,smart,porter,0.98,none,n17,0.9226897159999999,38.859999999996504,0.07731028400000006,0.05390939300000008,inf
knn,freq,smart,porter,0.98,'> 0',n17,0.8870626559999999,41.1299999999991,0.1129373440000001,0.08953645300000013,inf
lda,freq,smart,porter,0.98,'> 0',n17,0.870277805,26.609999999999104,0.12972219500000004,0.10632130400000006,inf
J48,freq,smart,porter,0.98,'> 0',n17,0.9338696120000001,28.239999999999103,0.06613038799999993,0.04272949699999995,inf
ranger,freq,smart,porter,0.98,'> 0',n17,0.964895559,32.459999999999106,0.035104440999999986,0.011703550000000007,inf
svmLinear2,freq,smart,porter,0.98,'> 0',n17,0.9445506929999999,26.069999999999105,0.05544930700000006,0.03204841600000008,inf
nnet,freq,smart,porter,0.98,'> 0',n17,0.955740939,26.449999999999104,0.04425906099999999,0.02085817000000001,inf
C5.0Tree,freq,smart,porter,0.98,'> 0',n17,0.9318308829999999,27.499999999999105,0.06816911700000006,0.04476822600000008,inf
JRip,freq,smart,porter,0.98,'> 0',n17,0.915050171,33.8799999999991,0.08494982900000003,0.06154893800000005,inf
knn,Td-idf,none,porter,0.99,none,n17,0.862186015,94.22000000000031,0.13781398499999997,0.11441309399999999,inf
lda,Td-idf,none,porter,0.99,none,n17,0.650041189,70.2800000000003,0.34995881100000004,0.32655792000000006,inf
J48,Td-idf,none,porter,0.99,none,n17,0.916052978,66.40000000000029,0.08394702200000004,0.06054613100000006,inf
ranger,Td-idf,none,porter,0.99,none,n17,0.960324458,42.28000000000029,0.03967554200000001,0.01627465100000003,inf
svmLinear2,Td-idf,none,porter,0.99,none,n17,0.965919063,47.060000000000294,0.03408093700000003,0.010680046000000054,inf
nnet,Td-idf,none,porter,0.99,none,n17,0.9710158879999999,44.090000000000295,0.028984112000000062,0.005583221000000083,inf
C5.0Tree,Td-idf,none,porter,0.99,none,n17,0.9221629579999999,78.60000000000029,0.07783704200000008,0.0544361510000001,inf
JRip,Td-idf,none,porter,0.99,none,n17,0.911498435,84.1700000000003,0.08850156499999995,0.06510067399999997,inf
knn,Td-idf,none,porter,0.99,'> 0',n17,0.918112405,54.39000000000011,0.08188759499999998,0.058486704,inf
lda,Td-idf,none,porter,0.99,'> 0',n17,0.942012112,35.3500000000001,0.05798788799999999,0.03458699700000001,inf
J48,Td-idf,none,porter,0.99,'> 0',n17,0.918089638,38.1700000000001,0.08191036200000001,0.058509471000000035,inf
ranger,Td-idf,none,porter,0.99,'> 0',n17,0.957276713,41.9200000000001,0.042723287000000054,0.019322396000000075,inf
svmLinear2,Td-idf,none,porter,0.99,'> 0',n17,0.957274643,35.3000000000001,0.04272535700000002,0.01932446600000004,inf
nnet,Td-idf,none,porter,0.99,'> 0',n17,0.962875457,34.3400000000001,0.03712454300000001,0.01372365200000003,inf
C5.0Tree,Td-idf,none,porter,0.99,'> 0',n17,0.921648618,50.10000000000011,0.07835138200000002,0.054950491000000046,inf
JRip,Td-idf,none,porter,0.99,'> 0',n17,0.91709925,44.9900000000001,0.08290074999999997,0.05949985899999999,inf
knn,Td-idf,none,porter,0.98,none,n17,0.865733612,55.74999999999989,0.13426638800000001,0.11086549700000004,inf
lda,Td-idf,none,porter,0.98,none,n17,0.925227261,29.5199999999999,0.07477273900000003,0.05137184800000005,inf
J48,Td-idf,none,porter,0.98,none,n17,0.914527553,33.1399999999999,0.08547244700000001,0.06207155600000003,inf
ranger,Td-idf,none,porter,0.98,none,n17,0.958291938,32.1899999999999,0.04170806199999999,0.01830717100000001,inf
svmLinear2,Td-idf,none,porter,0.98,none,n17,0.9628640740000001,27.779999999999898,0.03713592599999993,0.013735034999999951,inf
nnet,Td-idf,none,porter,0.98,none,n17,0.954726748,24.9899999999999,0.045273251999999986,0.021872361000000007,inf
C5.0Tree,Td-idf,none,porter,0.98,none,n17,0.919106933,49.5099999999999,0.08089306699999999,0.057492176000000006,inf
JRip,Td-idf,none,porter,0.98,none,n17,0.904888605,47.8699999999999,0.09511139499999999,0.07171050400000001,inf
knn,Td-idf,none,porter,0.98,'> 0',n17,0.913026965,51.2200000000003,0.08697303499999998,0.063572144,inf
lda,Td-idf,none,porter,0.98,'> 0',n17,0.939467322,29.5500000000003,0.06053267799999995,0.03713178699999997,inf
J48,Td-idf,none,porter,0.98,'> 0',n17,0.919106933,33.3400000000003,0.08089306699999999,0.057492176000000006,inf
ranger,Td-idf,none,porter,0.98,'> 0',n17,0.957272573,35.1400000000003,0.042727426999999985,0.019326536000000005,inf
svmLinear2,Td-idf,none,porter,0.98,'> 0',n17,0.9613376140000001,29.3200000000003,0.03866238599999994,0.015261494999999958,inf
nnet,Td-idf,none,porter,0.98,'> 0',n17,0.962870283,30.3500000000003,0.037129717000000007,0.013728826000000027,inf
C5.0Tree,Td-idf,none,porter,0.98,'> 0',n17,0.918599838,46.310000000000294,0.081400162,0.05799927100000002,inf
JRip,Td-idf,none,porter,0.98,'> 0',n17,0.900825634,41.4300000000003,0.09917436599999996,0.07577347499999998,inf
knn,Td-idf,default,none,0.99,none,n17,0.804697978,88.7899999999999,0.19530202200000002,0.17190113100000004,inf
lda,Td-idf,default,none,0.99,none,n17,0.6520706039999999,64.89999999999989,0.34792939600000006,0.3245285050000001,inf
J48,Td-idf,default,none,0.99,none,n17,0.9003102590000001,56.709999999999894,0.09968974099999994,0.07628884999999996,inf
ranger,Td-idf,default,none,0.99,none,n17,0.957777598,40.7799999999999,0.04222240200000005,0.01882151100000007,inf
svmLinear2,Td-idf,default,none,0.99,none,n17,0.9628682129999999,43.99999999999989,0.03713178700000008,0.013730896000000103,inf
nnet,Td-idf,default,none,0.99,none,n17,0.966435473,32.3699999999999,0.03356452700000001,0.010163636000000031,inf
C5.0Tree,Td-idf,default,none,0.99,none,n17,0.90844448,72.23999999999991,0.09155552,0.06815462900000002,inf
JRip,Td-idf,default,none,0.99,none,n17,0.918612256,88.3399999999999,0.08138774400000004,0.05798685300000006,inf
ranger,Td-idf,none,none,0.99,none,n18,0.951242074,36.34,0.04875792599999995,0.026415616999999947,inf
C5.0Tree,Td-idf,none,none,0.99,none,n18,0.902992303,62.39,0.097007697,0.074665388,inf
knn,Td-idf,none,none,0.99,none,n18,0.8380072140000001,74.65,0.1619927859999999,0.13965047699999988,inf
svmLinear2,Td-idf,none,none,0.99,none,n18,0.966977632,35.89,0.033022368000000024,0.01068005900000002,inf
nnet,Td-idf,none,none,0.99,none,n18,0.977657691,38.93,0.022342309000000005,0.0,?
lda,Td-idf,none,none,0.99,none,n18,0.725760713,48.87,0.274239287,0.251896978,inf
JRip,Td-idf,none,none,0.99,none,n18,0.871003755,69.64,0.12899624499999995,0.10665393599999995,inf
J48,Td-idf,none,none,0.99,none,n18,0.89891691,46.49,0.10108309000000004,0.07874078100000004,inf
ranger,Td-idf,default,none,0.99,'> 0',n18,0.944642555,36.7899999999992,0.05535744499999995,0.033015135999999945,inf
C5.0Tree,Td-idf,default,none,0.99,'> 0',n18,0.9050258459999999,44.789999999999196,0.09497415400000009,0.07263184500000008,inf
knn,Td-idf,default,none,0.99,'> 0',n18,0.860343318,49.8599999999992,0.13965668200000003,0.11731437300000003,inf
svmLinear2,Td-idf,default,none,0.99,'> 0',n18,0.969529654,27.479999999999198,0.03047034599999998,0.008128036999999977,inf
nnet,Td-idf,default,none,0.99,'> 0',n18,0.96039258,29.4699999999992,0.03960741999999995,0.017265110999999944,inf
lda,Td-idf,default,none,0.99,'> 0',n18,0.9431047440000001,28.3999999999992,0.056895255999999894,0.03455294699999989,inf
JRip,Td-idf,default,none,0.99,'> 0',n18,0.89032205,45.4599999999992,0.10967795000000002,0.08733564100000002,inf
J48,Td-idf,default,none,0.99,'> 0',n18,0.898451122,32.7499999999992,0.10154887800000001,0.079206569,inf
ranger,Td-idf,default,none,0.98,none,n18,0.9471811440000001,23.119999999999198,0.052818855999999914,0.03047654699999991,inf
C5.0Tree,Td-idf,default,none,0.98,none,n18,0.8933636159999999,30.639999999999198,0.10663638400000008,0.08429407500000008,inf
knn,Td-idf,default,none,0.98,none,n18,0.8471432609999999,34.8799999999992,0.15285673900000007,0.13051443000000007,inf
svmLinear2,Td-idf,default,none,0.98,none,n18,0.955819393,15.369999999999198,0.04418060700000004,0.021838298000000034,inf
nnet,Td-idf,default,none,0.98,none,n18,0.9573376109999999,15.759999999999199,0.04266238900000008,0.020320080000000074,inf
lda,Td-idf,default,none,0.98,none,n18,0.931938255,15.099999999999199,0.06806174499999995,0.04571943599999995,inf
JRip,Td-idf,default,none,0.98,none,n18,0.895906332,28.389999999999198,0.10409366799999997,0.08175135899999997,inf
